[ 2025-11-06 10:12:23,409 ] 162 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-11-06 10:12:29,968 ] 1038 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-11-06 10:12:29,975 ] 107 dagshub - INFO - Accessing as shreenath6362
[ 2025-11-06 10:12:31,233 ] 1038 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/shreenath6362/network_security-MLOPs "HTTP/1.1 200 OK"
[ 2025-11-06 10:12:32,361 ] 1038 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-11-06 10:12:32,363 ] 107 dagshub - INFO - Initialized MLflow to track repo "shreenath6362/network_security-MLOPs"
[ 2025-11-06 10:12:32,364 ] 107 dagshub - INFO - Repository shreenath6362/network_security-MLOPs initialized!
[ 2025-11-06 10:12:32,364 ] 20 root - INFO - Initiate the data ingestion
[ 2025-11-06 10:12:34,685 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-06 10:12:34,686 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-06 10:12:34,686 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-06 10:12:34,753 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-06 10:12:34,754 ] 22 root - INFO - Data Initiation Completed
[ 2025-11-06 10:12:34,760 ] 26 root - INFO - Initiate the data Validation
[ 2025-11-06 10:12:34,816 ] 32 root - INFO - Required number of columns:2
[ 2025-11-06 10:12:34,816 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-06 10:12:34,816 ] 32 root - INFO - Required number of columns:2
[ 2025-11-06 10:12:34,817 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-06 10:12:34,988 ] 28 root - INFO - data Validation Completed
[ 2025-11-06 10:12:34,989 ] 31 root - INFO - data Transformation started
[ 2025-11-06 10:12:34,989 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-06 10:12:34,989 ] 65 root - INFO - Starting data transformation
[ 2025-11-06 10:12:35,012 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-06 10:12:35,012 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-06 10:12:35,027 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-06 10:12:35,030 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-06 10:12:35,031 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-06 10:12:35,035 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-06 10:12:35,036 ] 35 root - INFO - data Transformation completed
[ 2025-11-06 10:12:35,036 ] 37 root - INFO - Model Training sstared
